行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
3523,JP-2021-2777038,2021/11/10,2021/11/16,通常配送,徳和-15340,徳田 和美,消費者,豊橋市,愛知県,日本,中部地方,家電-電話-10001745,家電,電話機,"サムスン スマートフォン, 大容量パック",8222,1,0,3042
3524,JP-2021-2777038,2021/11/10,2021/11/16,通常配送,徳和-15340,徳田 和美,消費者,豊橋市,愛知県,日本,中部地方,事務用-封筒-10001374,事務用品,封筒,"GlobeWeis テープ付き, リサイクル",6730,5,0,3160
3525,JP-2022-1283403,2022/11/18,2022/11/24,通常配送,大文-10495,大角 文子,大企業,焼津市,静岡県,日本,中部地方,事務用-ラベ-10000667,事務用品,ラベル,"Novimex 色分けラベル, 高耐久性",512.4,1,0.4,16.4
3526,JP-2022-1283403,2022/11/18,2022/11/24,通常配送,大文-10495,大角 文子,大企業,焼津市,静岡県,日本,中部地方,家具-家具-10002820,家具,家具,"Tenex 電球, プレミアム",3510,5,0.4,-180
3527,JP-2022-1614458,2022/8/15,2022/8/18,ファースト クラス,富昭-17710,富島 昭夫,消費者,弘前市,青森県,日本,東北地方,家具-本棚-10000808,家具,本棚,"Dania コーナー シェルフ, メタル",24306,3,0,7530
3528,JP-2022-1614458,2022/8/15,2022/8/18,ファースト クラス,富昭-17710,富島 昭夫,消費者,弘前市,青森県,日本,東北地方,家電-電話-10003733,家電,電話機,"モトローラ ヘッドセット, 各種サイズ",22024,4,0,340
3529,JP-2021-2779403,2021/4/17,2021/4/22,通常配送,大四-14860,大垣 四郎,大企業,倉敷市,岡山県,日本,中国地方,事務用-紙-10002813,事務用品,紙,"エナーマックス リーム, 12 パック",10870,5,0,650
3530,JP-2019-2780036,2019/5/14,2019/5/16,セカンド クラス,光海-20140,光川 海斗,大企業,呉市,広島県,日本,中国地方,家具-家具-10003680,家具,家具,"Advantus 積み重ねトレイ, マルチパック",15858,9,0,4752
3531,JP-2019-2780036,2019/5/14,2019/5/16,セカンド クラス,光海-20140,光川 海斗,大企業,呉市,広島県,日本,中国地方,事務用-紙-10002474,事務用品,紙,"サンディスク スケジュール帳, 12 パック",3728,2,0,1640
3532,JP-2020-1086844,2020/5/6,2020/5/10,通常配送,湯貞-13360,湯谷 貞子,小規模事業所,豊田市,愛知県,日本,中部地方,事務用-保管-10004987,事務用品,保管箱,"Rogers 棚, メタル",4080,1,0,1998
3533,JP-2019-1231080,2019/12/13,2019/12/18,通常配送,川学-20470,川股 学,消費者,出雲市,島根県,日本,中国地方,事務用-画材-10004117,事務用品,画材,"Boston ペン, 各種サイズ",812,1,0.3,-280
3534,JP-2019-1231080,2019/12/13,2019/12/18,通常配送,川学-20470,川股 学,消費者,出雲市,島根県,日本,中国地方,家電-コピ-10002858,家電,コピー機,"HP ファックスとコピー機, カラー",58110,5,0,1740
3535,JP-2019-1231080,2019/12/13,2019/12/18,通常配送,川学-20470,川股 学,消費者,出雲市,島根県,日本,中国地方,事務用-クリ-10000750,事務用品,クリップ,"Stockwell ホチキス, メタル",1456,2,0,492
3536,JP-2019-1231080,2019/12/13,2019/12/18,通常配送,川学-20470,川股 学,消費者,出雲市,島根県,日本,中国地方,事務用-文房-10002512,事務用品,文房具,"Elite はさみ, 青",6008,4,0,1016
3537,JP-2022-2648468,2022/8/1,2022/8/5,通常配送,関武-16915,関谷 武,消費者,東海市,愛知県,日本,中部地方,事務用-アプ-10000365,事務用品,アプライアンス,"フーバー トースター, シルバー",28130,5,0,1400
3538,JP-2022-1245193,2022/4/17,2022/4/21,通常配送,河延-17485,河内 延,消費者,鳥取市,鳥取県,日本,中国地方,家具-本棚-10002919,家具,本棚,"Safco 書庫, 白",52308,2,0,2612
3539,JP-2022-2784268,2022/2/27,2022/3/2,通常配送,溝健-17545,溝上 健三,小規模事業所,橿原市,奈良県,日本,関西地方,事務用-紙-10003566,事務用品,紙,"サンディスク メモ用紙, リサイクル",2026.8,3,0.4,-1321.2
3540,JP-2019-2726972,2019/10/22,2019/10/29,通常配送,宮駿-18760,宮竹 駿,消費者,安城市,愛知県,日本,中部地方,家具-椅子-10000929,家具,椅子,"Office Star ロッキング チェア, 赤",84546,9,0,9288
3541,JP-2020-1340313,2020/9/1,2020/9/4,ファースト クラス,半真-21835,半田 真美,消費者,つくば市,茨城県,日本,関東地方,事務用-保管-10003983,事務用品,保管箱,"Tenex フォルダ, 業務用",4740,3,0,474
3542,JP-2020-1340313,2020/9/1,2020/9/4,ファースト クラス,半真-21835,半田 真美,消費者,つくば市,茨城県,日本,関東地方,事務用-クリ-10001108,事務用品,クリップ,"OIC ホチキス, 大容量パック",1512,2,0,44
3543,JP-2020-1340313,2020/9/1,2020/9/4,ファースト クラス,半真-21835,半田 真美,消費者,つくば市,茨城県,日本,関東地方,事務用-紙-10001844,事務用品,紙,"Eaton 事務用品, プレミアム",12048,4,0,5776
3544,JP-2020-1340313,2020/9/1,2020/9/4,ファースト クラス,半真-21835,半田 真美,消費者,つくば市,茨城県,日本,関東地方,事務用-クリ-10000867,事務用品,クリップ,"Advantus 押しピン, 各種サイズ",2376,3,0,1044
3545,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,事務用-ラベ-10003265,事務用品,ラベル,"Novimex 丸型ラベル, 高耐久性",799.2,3,0.4,-346.8
3546,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,家電-付属-10000018,家電,付属品,"メモレックス マウス, プログラミング可能",5934,5,0.4,-1786
3547,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,事務用-ラベ-10002357,事務用品,ラベル,"Harbour Creations 取り外し可能ラベル, 高耐久性",2148,5,0.4,-362
3548,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,家電-コピ-10000193,家電,コピー機,"HP ファックスとコピー機, デジタル",27604.8,4,0.4,-3683.2
3549,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,事務用-保管-10004269,事務用品,保管箱,"Smead トレイ, フル サイズ",9702,5,0.4,-6043
3550,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,家電-コピ-10000193,家電,コピー機,"HP ファックスとコピー機, デジタル",27604.8,4,0.4,-3683.2
3551,JP-2022-1930337,2022/7/22,2022/7/22,即日配送,池蓮-19825,池尻 蓮,消費者,尾鷲市,三重県,日本,関西地方,家具-家具-10001217,家具,家具,"Advantus 時計, 高耐久性",11620.8,6,0.4,-3103.2
3552,JP-2022-1849751,2022/8/4,2022/8/8,通常配送,水瞳-10885,水上 瞳,消費者,伊勢崎市,群馬県,日本,関東地方,家電-付属-10004061,家電,付属品,"ロジクール ルータ, プログラミング可能",33176,2,0,12272
3553,JP-2022-1849751,2022/8/4,2022/8/8,通常配送,水瞳-10885,水上 瞳,消費者,伊勢崎市,群馬県,日本,関東地方,事務用-バイ-10004814,事務用品,バインダー,"アコ バインダー, クリア",1948,2,0,152
3554,JP-2021-1259594,2021/10/3,2021/10/7,通常配送,浅夏-21355,浅井 夏希,大企業,長崎市,長崎県,日本,九州,事務用-紙-10001844,事務用品,紙,"Eaton 事務用品, プレミアム",7228.8,4,0.4,956.8
3555,JP-2019-1898125,2019/3/19,2019/3/22,セカンド クラス,永拓-12490,永盛 拓海,大企業,新宿区,東京都,日本,関東地方,家電-電話-10001980,家電,電話機,"シスコ 信号ブースター, フル サイズ",17353.6,2,0.15,-2892.4
3556,JP-2019-1069945,2019/9/11,2019/9/15,通常配送,中四-12385,中上 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-保管-10004614,事務用品,保管箱,"Smead ロッカー, メタル",39498,3,0,12636
3557,JP-2019-1069945,2019/9/11,2019/9/15,通常配送,中四-12385,中上 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-保管-10004613,事務用品,保管箱,"Eldon フォルダ, フル サイズ",1134,1,0,85
3558,JP-2019-1069945,2019/9/11,2019/9/15,通常配送,中四-12385,中上 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-アプ-10003806,事務用品,アプライアンス,"クイジナート トースター, 赤",17820,5,0,4090
3559,JP-2019-1069945,2019/9/11,2019/9/15,通常配送,中四-12385,中上 四郎,消費者,田川郡川崎町,福岡県,日本,九州,事務用-保管-10003181,事務用品,保管箱,"Eldon ロッカー, 青",52776,4,0,340
3560,JP-2019-2034412,2019/1/6,2019/1/8,セカンド クラス,桃優-13840,桃木 優太,大企業,福山市,広島県,日本,中国地方,家具-本棚-10003403,家具,本棚,"Dania コーナー シェルフ, 白",24918,3,0,2490
3561,JP-2019-2034412,2019/1/6,2019/1/8,セカンド クラス,桃優-13840,桃木 優太,大企業,福山市,広島県,日本,中国地方,家電-コピ-10003199,家電,コピー機,"ヒューレット・パッカード ファックス, デジタル",85216,4,0,17888
3562,JP-2019-2034412,2019/1/6,2019/1/8,セカンド クラス,桃優-13840,桃木 優太,大企業,福山市,広島県,日本,中国地方,事務用-バイ-10004115,事務用品,バインダー,"Avery とじ機, 高耐久性",20136,6,0,3012
3563,JP-2019-1429200,2019/4/27,2019/5/2,通常配送,高由-17365,高津戸 由美,消費者,豊田市,愛知県,日本,中部地方,事務用-バイ-10004766,事務用品,バインダー,"カーディナル 穴の補強テープ, エコノミー",712,2,0,320
3564,JP-2021-1338306,2021/11/24,2021/11/29,通常配送,山緑-20200,山城 緑,消費者,猿島郡境町,茨城県,日本,関東地方,事務用-画材-10002692,事務用品,画材,"Boston 蛍光ペン, メタル",1342,1,0,374
3565,JP-2021-1338306,2021/11/24,2021/11/29,通常配送,山緑-20200,山城 緑,消費者,猿島郡境町,茨城県,日本,関東地方,家電-電話-10001745,家電,電話機,"ノキア スマートフォン, フル サイズ",16592,2,0,170
3566,JP-2021-1385493,2021/11/19,2021/11/26,通常配送,川結-18535,川波 結菜,大企業,東大阪市,大阪府,日本,関西地方,事務用-保管-10002360,事務用品,保管箱,"Smead ロッカー, 業務用",39780,3,0,17502
3567,JP-2021-1385493,2021/11/19,2021/11/26,通常配送,川結-18535,川波 結菜,大企業,東大阪市,大阪府,日本,関西地方,事務用-保管-10004471,事務用品,保管箱,"Eldon ロッカー, メタル",13132,1,0,4070
3568,JP-2020-1972045,2020/6/8,2020/6/13,セカンド クラス,成葵-16885,成松 葵,消費者,久留米市,福岡県,日本,九州,事務用-ラベ-10004163,事務用品,ラベル,"Smead ファイル フォルダ ラベル, 調整可能",4068,9,0,882
3569,JP-2020-1972045,2020/6/8,2020/6/13,セカンド クラス,成葵-16885,成松 葵,消費者,久留米市,福岡県,日本,九州,家具-椅子-10004798,家具,椅子,"Harbour Creations 折り畳み式の椅子, 赤",32630,5,0,15660
3570,JP-2020-1972045,2020/6/8,2020/6/13,セカンド クラス,成葵-16885,成松 葵,消費者,久留米市,福岡県,日本,九州,事務用-文房-10003637,事務用品,文房具,"Elite 裁断機, 青",2778,1,0,666
3571,JP-2022-1712528,2022/8/13,2022/8/16,ファースト クラス,島清-19945,島崎 清,消費者,宜野湾市,沖縄県,日本,九州,事務用-ラベ-10003005,事務用品,ラベル,"Hon 法的提出用ラベル, 高耐久性",2250,3,0,828
3572,JP-2022-1532078,2022/12/1,2022/12/6,通常配送,浜重-19690,浜砂 重子,消費者,新宿区,東京都,日本,関東地方,事務用-クリ-10000403,事務用品,クリップ,"OIC 輪ゴム, メタル",6818.7,7,0.15,2646.7
3573,JP-2021-2799914,2021/2/28,2021/3/2,セカンド クラス,岡萌-11185,岡畑 萌,大企業,朝霞市,埼玉県,日本,関東地方,家具-本棚-10000808,家具,本棚,"Dania コーナー シェルフ, メタル",24306,3,0,7530
3574,JP-2021-2799914,2021/2/28,2021/3/2,セカンド クラス,岡萌-11185,岡畑 萌,大企業,朝霞市,埼玉県,日本,関東地方,事務用-封筒-10001407,事務用品,封筒,"Jiffy 社内用封筒, シルバー",9768,3,0,1758
3575,JP-2021-2799914,2021/2/28,2021/3/2,セカンド クラス,岡萌-11185,岡畑 萌,大企業,朝霞市,埼玉県,日本,関東地方,家電-コピ-10002118,家電,コピー機,"シャープ 無線ファックス, 2 つセット",94912,4,0,3792
3576,JP-2020-1528880,2020/3/9,2020/3/14,通常配送,柳法-19495,柳岡 法子,消費者,橿原市,奈良県,日本,関西地方,家具-テー-10004273,家具,テーブル,"Barricks コンピュータ用机, 黒",76454.4,4,0.4,11462.4
3577,JP-2020-1528880,2020/3/9,2020/3/14,通常配送,柳法-19495,柳岡 法子,消費者,橿原市,奈良県,日本,関西地方,事務用-バイ-10004069,事務用品,バインダー,"Avery バインダー カバー, クリア",2106,5,0.4,-1304
3578,JP-2020-1528880,2020/3/9,2020/3/14,通常配送,柳法-19495,柳岡 法子,消費者,橿原市,奈良県,日本,関西地方,事務用-文房-10004403,事務用品,文房具,"Elite 裁断機, 業務用",3463.2,2,0.4,-2138.8
3579,JP-2022-1192276,2022/9/11,2022/9/15,通常配送,久螢-10075,久世 螢,大企業,豊橋市,愛知県,日本,中部地方,事務用-紙-10000358,事務用品,紙,"Eaton メモ用紙, プレミアム",1832,2,0,732
3580,JP-2022-1192276,2022/9/11,2022/9/15,通常配送,久螢-10075,久世 螢,大企業,豊橋市,愛知県,日本,中部地方,事務用-封筒-10000720,事務用品,封筒,"Jiffy クラフト封筒, 赤",9648,12,0,1824
3581,JP-2022-1192276,2022/9/11,2022/9/15,通常配送,久螢-10075,久世 螢,大企業,豊橋市,愛知県,日本,中部地方,事務用-紙-10003074,事務用品,紙,"サンディスク 硫酸紙, リサイクル",2216,2,0,396
3582,JP-2022-1192276,2022/9/11,2022/9/15,通常配送,久螢-10075,久世 螢,大企業,豊橋市,愛知県,日本,中部地方,事務用-文房-10002055,事務用品,文房具,"Elite 定規, スチール",2640,3,0,255
3583,JP-2022-1192276,2022/9/11,2022/9/15,通常配送,久螢-10075,久世 螢,大企業,豊橋市,愛知県,日本,中部地方,事務用-ラベ-10003446,事務用品,ラベル,"Harbour Creations 法的提出用ラベル, 高耐久性",2268,3,0,564
3584,JP-2019-1200647,2019/7/15,2019/7/19,通常配送,須弘-14695,須見 弘子,大企業,堺市堺区,大阪府,日本,関西地方,家具-家具-10001442,家具,家具,"Tenex フォト フレーム, プレミアム",16820,5,0,7060
3585,JP-2019-1200647,2019/7/15,2019/7/19,通常配送,須弘-14695,須見 弘子,大企業,堺市堺区,大阪府,日本,関西地方,事務用-クリ-10004232,事務用品,クリップ,"Stockwell 画鋲, 各種サイズ",3530,5,0,880
3586,JP-2019-1200647,2019/7/15,2019/7/19,通常配送,須弘-14695,須見 弘子,大企業,堺市堺区,大阪府,日本,関西地方,家電-電話-10000483,家電,電話機,"サムスン オフィス用電話機, フル サイズ",4434,1,0,85
3587,JP-2019-1200647,2019/7/15,2019/7/19,通常配送,須弘-14695,須見 弘子,大企業,堺市堺区,大阪府,日本,関西地方,事務用-アプ-10003493,事務用品,アプライアンス,"フーバー コンロ, シルバー",303584,8,0,106240
3588,JP-2019-1200647,2019/7/15,2019/7/19,通常配送,須弘-14695,須見 弘子,大企業,堺市堺区,大阪府,日本,関西地方,家具-テー-10002453,家具,テーブル,"Lesro コンピュータ用机, 長方形",181721.6,8,0.2,54505.6
3589,JP-2019-1200647,2019/7/15,2019/7/19,通常配送,須弘-14695,須見 弘子,大企業,堺市堺区,大阪府,日本,関西地方,家電-電話-10003893,家電,電話機,"ノキア 信号ブースター, フル サイズ",18372,2,0,170
3590,JP-2022-1432057,2022/12/1,2022/12/6,通常配送,永恭-16975,永浜 恭子,小規模事業所,高槻市,大阪府,日本,関西地方,家具-本棚-10004591,家具,本棚,"イケア 本棚, 黒",49572,6,0,20316
3591,JP-2020-2811457,2020/8/26,2020/8/31,通常配送,牛克-10330,牛尾 克己,消費者,長崎市,長崎県,日本,九州,事務用-ラベ-10004252,事務用品,ラベル,"Avery 法的提出用ラベル, 高耐久性",1876.8,4,0.4,60.8
3592,JP-2020-1931087,2020/3/8,2020/3/13,通常配送,広麗-16090,広森 麗華,消費者,豊田市,愛知県,日本,中部地方,事務用-バイ-10004263,事務用品,バインダー,"ウィルソン・ジョーンズ バインダー カバー, クリア",2130,3,0,786
3593,JP-2021-1909310,2021/9/4,2021/9/7,セカンド クラス,金彩-21625,金子 彩花,消費者,加古川市,兵庫県,日本,関西地方,家具-テー-10002622,家具,テーブル,"Hon コンピュータ用机, 黒",105011.2,4,0.2,-9188.8
3594,JP-2021-2650817,2021/4/22,2021/4/26,通常配送,岩萌-18400,岩原 萌,消費者,北上市,岩手県,日本,東北地方,事務用-バイ-10002491,事務用品,バインダー,"カーディナル 穴の補強テープ, 高耐久性",547.2,2,0.4,-292.8
3595,JP-2021-2650817,2021/4/22,2021/4/26,通常配送,岩萌-18400,岩原 萌,消費者,北上市,岩手県,日本,東北地方,事務用-文房-10003621,事務用品,文房具,"Kleencut カッター ナイフ, スチール",5448,4,0.4,-96
3596,JP-2022-2302212,2022/5/23,2022/5/27,通常配送,萩優-21430,萩原 優月,大企業,田川郡川崎町,福岡県,日本,九州,事務用-アプ-10002812,事務用品,アプライアンス,"ハミルトンビーチ 冷蔵庫, 赤",166710,5,0,0
3597,JP-2022-2302212,2022/5/23,2022/5/27,通常配送,萩優-21430,萩原 優月,大企業,田川郡川崎町,福岡県,日本,九州,事務用-保管-10002592,事務用品,保管箱,"Eldon トレイ, 青",3198,1,0,85
3598,JP-2021-2814550,2021/5/15,2021/5/15,即日配送,小太-19585,小堺 太陽,消費者,新宿区,東京都,日本,関東地方,家電-コピ-10001766,家電,コピー機,"キヤノン インク, 2 つセット",25015.5,3,0.15,7945.5
3599,JP-2021-2814550,2021/5/15,2021/5/15,即日配送,小太-19585,小堺 太陽,消費者,新宿区,東京都,日本,関東地方,事務用-ラベ-10000531,事務用品,ラベル,"Hon 法的提出用ラベル, 調整可能",1489.2,3,0.15,433.2
3600,JP-2021-2814550,2021/5/15,2021/5/15,即日配送,小太-19585,小堺 太陽,消費者,新宿区,東京都,日本,関東地方,事務用-ラベ-10000092,事務用品,ラベル,"Harbour Creations 色分けラベル, 高耐久性",2259.3,3,0.15,-110.7
3601,JP-2021-2814550,2021/5/15,2021/5/15,即日配送,小太-19585,小堺 太陽,消費者,新宿区,東京都,日本,関東地方,家電-事務-10003977,家電,事務機器,"OKI データ 電話, 高耐久性",34498.1,7,0.15,-3259.9
3602,JP-2021-2814550,2021/5/15,2021/5/15,即日配送,小太-19585,小堺 太陽,消費者,新宿区,東京都,日本,関東地方,家電-付属-10003445,家電,付属品,"ロジクール ルータ, リサイクル",55562.8,4,0.15,1954.8
3603,JP-2021-2814550,2021/5/15,2021/5/15,即日配送,小太-19585,小堺 太陽,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10001364,事務用品,バインダー,"Avery 穴の補強テープ, リサイクル",810.9,3,0.15,54.9
3604,JP-2021-2818257,2021/6/8,2021/6/15,通常配送,高智-20665,高島 智子,小規模事業所,佐世保市,長崎県,日本,九州,事務用-アプ-10004703,事務用品,アプライアンス,"キッチンエイド ミキサー, シルバー",11952,3,0.4,1392
3605,JP-2021-2178053,2021/6/29,2021/7/1,セカンド クラス,松霞-19180,松坂 霞,小規模事業所,田辺市,和歌山県,日本,関西地方,事務用-ラベ-10001446,事務用品,ラベル,"Avery 取り外し可能ラベル, 高耐久性",5194,7,0,2492
3606,JP-2021-2522912,2021/1/14,2021/1/18,通常配送,木遥-16390,木下 遥,大企業,鈴鹿市,三重県,日本,関西地方,事務用-バイ-10004224,事務用品,バインダー,"カーディナル 穴の補強テープ, クリア",384,2,0.4,-48
3607,JP-2021-2522912,2021/1/14,2021/1/18,通常配送,木遥-16390,木下 遥,大企業,鈴鹿市,三重県,日本,関西地方,事務用-バイ-10003377,事務用品,バインダー,"アコ バインダー カバー, エコノミー",1065.6,2,0.4,-394.4
3608,JP-2022-2135021,2022/4/29,2022/4/29,即日配送,高武-16570,高木 武,消費者,八戸市,青森県,日本,東北地方,事務用-画材-10000282,事務用品,画材,"Stanley スケッチ帳, メタル",6092,2,0,1340
3609,JP-2022-1224373,2022/5/27,2022/6/1,通常配送,富和-17215,富士原 和也,消費者,川口市,埼玉県,日本,関東地方,事務用-ラベ-10000810,事務用品,ラベル,"Smead 輸送用ラベル, 調整可能",1268,2,0,240
3610,JP-2022-1224373,2022/5/27,2022/6/1,通常配送,富和-17215,富士原 和也,消費者,川口市,埼玉県,日本,関東地方,事務用-ラベ-10003730,事務用品,ラベル,"Novimex 法的提出用ラベル, 白",1396,2,0,488
3611,JP-2021-1735881,2021/7/9,2021/7/14,セカンド クラス,前清-15595,前山 清,大企業,大分市,大分県,日本,九州,事務用-封筒-10004531,事務用品,封筒,"Ames テープ付き, 赤",7410,5,0,290
3612,JP-2022-1951183,2022/10/23,2022/10/27,通常配送,柳法-19495,柳岡 法子,消費者,福山市,広島県,日本,中国地方,家具-椅子-10000287,家具,椅子,"Office Star ビーチ チェア, 調整可能",27034,7,0,10262
3613,JP-2021-1310118,2021/11/28,2021/12/2,通常配送,大匠-14200,大和田 匠,小規模事業所,蒲生郡日野町,滋賀県,日本,関西地方,家電-電話-10001689,家電,電話機,"モトローラ 信号ブースター, 青",19084,2,0,1332
3614,JP-2021-1751279,2021/5/14,2021/5/16,セカンド クラス,三海-12580,三田村 海斗,小規模事業所,富士見市,埼玉県,日本,関東地方,事務用-バイ-10000621,事務用品,バインダー,"アコ 穴あけパンチ, リサイクル",6096,3,0,2130
3615,JP-2022-1775338,2022/10/18,2022/10/23,通常配送,向太-17860,向田 太陽,大企業,弘前市,青森県,日本,東北地方,事務用-ラベ-10002233,事務用品,ラベル,"Avery 丸型ラベル, 赤",5568,12,0,1488
3616,JP-2022-1775338,2022/10/18,2022/10/23,通常配送,向太-17860,向田 太陽,大企業,弘前市,青森県,日本,東北地方,家具-椅子-10000347,家具,椅子,"Harbour Creations スツール, 赤",60040,5,0,16810
3617,JP-2022-1775338,2022/10/18,2022/10/23,通常配送,向太-17860,向田 太陽,大企業,弘前市,青森県,日本,東北地方,事務用-ラベ-10002439,事務用品,ラベル,"Smead 法的提出用ラベル, 赤",2184,3,0,1026
3618,JP-2022-1775338,2022/10/18,2022/10/23,通常配送,向太-17860,向田 太陽,大企業,弘前市,青森県,日本,東北地方,家具-本棚-10001484,家具,本棚,"Safco 本棚, メタル",59376,6,0,1776
3619,JP-2022-1775338,2022/10/18,2022/10/23,通常配送,向太-17860,向田 太陽,大企業,弘前市,青森県,日本,東北地方,事務用-バイ-10000969,事務用品,バインダー,"カーディナル 穴の補強テープ, リサイクル",1900,5,0,410
3620,JP-2020-1187087,2020/2/28,2020/3/2,セカンド クラス,穐優-10255,穐田 優月,小規模事業所,岡崎市,愛知県,日本,中部地方,事務用-画材-10004646,事務用品,画材,"Boston 鉛筆削り, 青",8106,6,0.3,-702
3621,JP-2022-1850515,2022/4/12,2022/4/17,セカンド クラス,伊正-18655,伊志嶺 正博,大企業,倉敷市,岡山県,日本,中国地方,事務用-バイ-10003377,事務用品,バインダー,"アコ バインダー カバー, エコノミー",888,1,0,158
3622,JP-2022-2188219,2022/4/30,2022/5/4,通常配送,金延-20185,金子 延,消費者,高砂市,兵庫県,日本,関西地方,事務用-保管-10004246,事務用品,保管箱,"Fellowes ファイル カート, メタル",18184,2,0,6908
3623,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,事務用-クリ-10000750,事務用品,クリップ,"Stockwell ホチキス, メタル",2184,3,0,738
3624,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,事務用-クリ-10004179,事務用品,クリップ,"Accos ペーパー クリップ, 大容量パック",2808,3,0,1314
3625,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,家電-コピ-10003700,家電,コピー機,"ブラザー インク, デジタル",9796,1,0,1272
3626,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,事務用-クリ-10003723,事務用品,クリップ,"Stockwell 画鋲, 各種サイズ",2196,3,0,456
3627,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,事務用-画材-10000755,事務用品,画材,"BIC スケッチ帳, 青",6812.4,3,0.3,-2433.6
3628,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,家具-家具-10000379,家具,家具,"Eldon フォト フレーム, 高耐久性",3676,1,0,36
3629,JP-2022-1214841,2022/6/27,2022/7/1,通常配送,岡葵-13075,岡井 葵,大企業,福山市,広島県,日本,中国地方,家具-家具-10004998,家具,家具,"Deflect-O 時計, マルチパック",6716,2,0,2952
3630,JP-2022-1636379,2022/2/8,2022/2/14,通常配送,松桜-19300,松藤 桜,消費者,東村山郡中山町,山形県,日本,東北地方,事務用-クリ-10002850,事務用品,クリップ,"OIC ペーパー クリップ, メタル",3880,4,0,1552
3631,JP-2022-1636379,2022/2/8,2022/2/14,通常配送,松桜-19300,松藤 桜,消費者,東村山郡中山町,山形県,日本,東北地方,家電-コピ-10004198,家電,コピー機,"HP 無線ファックス, カラー",144660,6,0,52068
3632,JP-2019-1480241,2019/5/21,2019/5/23,ファースト クラス,泉小-18025,泉澤 小百合,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10002306,事務用品,バインダー,"アコ とじ機, エコノミー",8685.3,3,0.15,-308.7
3633,JP-2019-1480241,2019/5/21,2019/5/23,ファースト クラス,泉小-18025,泉澤 小百合,消費者,新宿区,東京都,日本,関東地方,家具-テー-10000435,家具,テーブル,"Barricks コーヒー テーブル, 組み立て済み",103009.8,6,0.15,-17668.2
3634,JP-2022-1744645,2022/5/7,2022/5/13,通常配送,浅大-21370,浅津 大地,大企業,小樽市,北海道,日本,北海道,家具-家具-10001517,家具,家具,"Advantus フォト フレーム, 高耐久性",2000.4,1,0.4,-1267.6
3635,JP-2020-2831586,2020/2/17,2020/2/24,通常配送,荒拓-13795,荒堀 拓也,小規模事業所,鳥取市,鳥取県,日本,中国地方,家電-電話-10002395,家電,電話機,"シスコ オフィス用電話機, 各種サイズ",16662,3,0,255
3636,JP-2019-1428790,2019/6/9,2019/6/11,セカンド クラス,村美-20065,村田 美羽,消費者,生駒市,奈良県,日本,関西地方,家具-家具-10000095,家具,家具,"Advantus 電球, プレミアム",2242.8,3,0.4,-229.2
3637,JP-2019-1428790,2019/6/9,2019/6/11,セカンド クラス,村美-20065,村田 美羽,消費者,生駒市,奈良県,日本,関西地方,事務用-バイ-10002780,事務用品,バインダー,"アコ タブ, エコノミー",1029.6,3,0.4,15.6
3638,JP-2020-2833350,2020/8/28,2020/9/2,通常配送,細義-20530,細川 義雄,消費者,鶴岡市,山形県,日本,東北地方,事務用-保管-10001308,事務用品,保管箱,"Smead ボックス, メタル",1312,2,0,156
3639,JP-2020-2833350,2020/8/28,2020/9/2,通常配送,細義-20530,細川 義雄,消費者,鶴岡市,山形県,日本,東北地方,事務用-アプ-10000859,事務用品,アプライアンス,"キッチンエイド 冷蔵庫, 白",105216,3,0,9468
